,index,year,state,code,majority_religion,majority_population,majority_ratio
1326,1228,1995,Mozambique,MZM,christianity,7432920.0,0.4266
1327,1229,2000,Mozambique,MZM,christianity,7571947.0,0.3848
1328,1230,2005,Mozambique,MZM,christianity,8746666.0,0.4504
1329,1231,2010,Mozambique,MZM,christianity,10340024.0,0.4734
1330,1228,2015,Mozambique,MZM,christianity,10340024.0,0.4734
1331,1749,1950,Myanmar,MYA,buddhism,14031137.0,0.7869
1332,1750,1955,Myanmar,MYA,buddhism,14866360.0,0.76
1333,1751,1960,Myanmar,MYA,buddhism,16766250.0,0.75
1334,1752,1965,Myanmar,MYA,buddhism,18305680.0,0.7559
1335,1753,1970,Myanmar,MYA,buddhism,20862636.0,0.7717
1336,1754,1975,Myanmar,MYA,buddhism,22929200.0,0.76
1337,1755,1980,Myanmar,MYA,buddhism,25227750.0,0.75
1338,1756,1985,Myanmar,MYA,buddhism,29946775.0,0.775
1339,1757,1990,Myanmar,MYA,buddhism,32049350.0,0.775
1340,1758,1995,Myanmar,MYA,buddhism,33355000.0,0.7395
1341,1759,2000,Myanmar,MYA,buddhism,34909000.0,0.7654
1342,1760,2005,Myanmar,MYA,buddhism,41406500.0,0.7478
1343,1761,2010,Myanmar,MYA,buddhism,43983776.0,0.7479
1344,1749,2015,Myanmar,MYA,buddhism,43983776.0,0.7479
1345,1276,1990,Namibia,NAM,christianity,1248000.0,0.9231
1346,1277,1995,Namibia,NAM,christianity,1400596.0,0.9118
1347,1278,2000,Namibia,NAM,christianity,1471479.0,0.8525
1348,1279,2005,Namibia,NAM,christianity,1693277.0,0.8652
1349,1280,2010,Namibia,NAM,christianity,1865944.0,0.87
1350,1276,2015,Namibia,NAM,christianity,1865944.0,0.87
1351,1973,2000,Nauru,NAU,christianity,12870.0,0.99
1352,1974,2005,Nauru,NAU,christianity,12610.0,0.97
1353,1975,2010,Nauru,NAU,christianity,9638.0,0.9699
1354,1973,2015,Nauru,NAU,christianity,9638.0,0.9699
1355,1785,1945,Nepal,NEP,hinduism,5181132.0,0.7287
1356,1786,1950,Nepal,NEP,hinduism,5700977.0,0.7251
1357,1787,1955,Nepal,NEP,hinduism,6225980.0,0.7345
1358,1788,1960,Nepal,NEP,hinduism,6854620.0,0.74
1359,1789,1965,Nepal,NEP,hinduism,7572905.0,0.7416
1360,1790,1970,Nepal,NEP,hinduism,8345190.0,0.7368
1361,1791,1975,Nepal,NEP,hinduism,9470900.0,0.7379
1362,1792,1980,Nepal,NEP,hinduism,10529160.0,0.7195
1363,1793,1985,Nepal,NEP,hinduism,11753280.0,0.72
1364,1794,1990,Nepal,NEP,hinduism,13039920.0,0.72
1365,1795,1995,Nepal,NEP,hinduism,14833760.0,0.6914
1366,1796,2000,Nepal,NEP,hinduism,18952560.0,0.792
1367,1797,2005,Nepal,NEP,hinduism,20350000.0,0.8029999999999999
1368,1798,2010,Nepal,NEP,hinduism,21551492.0,0.8134
1369,1785,2015,Nepal,NEP,hinduism,21551492.0,0.8134
1370,441,1955,Netherlands,NTH,christianity,9958686.0,0.9263
1371,442,1960,Netherlands,NTH,christianity,10476421.0,0.9126
1372,443,1965,Netherlands,NTH,christianity,10936461.0,0.8897
1373,444,1970,Netherlands,NTH,christianity,11212975.0,0.8604
1374,445,1975,Netherlands,NTH,christianity,11312510.0,0.8286
1375,446,1980,Netherlands,NTH,christianity,11419245.0,0.8074
1376,447,1985,Netherlands,NTH,christianity,11427907.0,0.789
1377,448,1990,Netherlands,NTH,christianity,11346000.0,0.7588
1378,449,1995,Netherlands,NTH,christianity,11215247.0,0.7255
1379,450,2000,Netherlands,NTH,christianity,10625781.0,0.6731
1380,451,2005,Netherlands,NTH,christianity,10570926.0,0.6477
1381,452,2010,Netherlands,NTH,christianity,9626041.0,0.5794
1382,441,2015,Netherlands,NTH,christianity,9626041.0,0.5794
1383,1928,1945,New Zealand,NEW,christianity,1680548.0,0.9725
1384,1929,1950,New Zealand,NEW,christianity,1859593.0,0.9746
1385,1930,1955,New Zealand,NEW,christianity,2069282.0,0.9688
1386,1931,1960,New Zealand,NEW,christianity,2264441.0,0.9547
1387,1932,1965,New Zealand,NEW,christianity,2507639.0,0.9542
1388,1933,1970,New Zealand,NEW,christianity,2681122.0,0.9538
1389,1934,1975,New Zealand,NEW,christianity,2873329.0,0.932
1390,1935,1980,New Zealand,NEW,christianity,2836440.0,0.9112
1391,1936,1985,New Zealand,NEW,christianity,2852040.0,0.8784
1392,1937,1990,New Zealand,NEW,christianity,2830080.0,0.8418
1393,1938,1995,New Zealand,NEW,christianity,2698123.0,0.7618
1394,1939,2000,New Zealand,NEW,christianity,2535249.0,0.6565
1395,1940,2005,New Zealand,NEW,christianity,2235307.0,0.5407
1396,1941,2010,New Zealand,NEW,christianity,2361557.0,0.5407
1397,1928,2015,New Zealand,NEW,christianity,2361557.0,0.5407
1398,214,1945,Nicaragua,NIC,christianity,912867.0,0.989
1399,215,1950,Nicaragua,NIC,christianity,1052000.0,1.0
1400,216,1955,Nicaragua,NIC,christianity,1213000.0,0.9743
1401,217,1960,Nicaragua,NIC,christianity,1374000.0,0.9738
1402,218,1965,Nicaragua,NIC,christianity,1504181.0,0.9761
1403,219,1970,Nicaragua,NIC,christianity,1902333.0,0.9266
1404,220,1975,Nicaragua,NIC,christianity,2268816.0,0.9422
1405,221,1980,Nicaragua,NIC,christianity,2635300.0,0.951
1406,222,1985,Nicaragua,NIC,christianity,3224000.0,0.9853
1407,223,1990,Nicaragua,NIC,christianity,3716900.0,0.9602
1408,224,1995,Nicaragua,NIC,christianity,4307600.0,0.949
1409,225,2000,Nicaragua,NIC,christianity,4898300.0,0.9467
1410,226,2005,Nicaragua,NIC,christianity,4907725.0,0.9005
1411,227,2010,Nicaragua,NIC,christianity,5242544.0,0.9005
1412,214,2015,Nicaragua,NIC,christianity,5242544.0,0.9005
1413,963,1960,Niger,NIR,islam,2180160.0,0.72
1414,964,1965,Niger,NIR,islam,2770270.0,0.7886
1415,965,1970,Niger,NIR,islam,3400711.0,0.8451
1416,966,1975,Niger,NIR,islam,3956000.0,0.86
1417,967,1980,Niger,NIR,islam,4915680.0,0.88
1418,968,1985,Niger,NIR,islam,5881120.0,0.89
1419,969,1990,Niger,NIR,islam,6970000.0,0.9016
1420,970,1995,Niger,NIR,islam,8450430.0,0.9234
1421,971,2000,Niger,NIR,islam,9817950.0,0.915
1422,972,2005,Niger,NIR,islam,11590000.0,0.9178
1423,973,2010,Niger,NIR,islam,13714412.0,0.915
1424,963,2015,Niger,NIR,islam,13714412.0,0.915
1425,1064,1960,Nigeria,NIG,christianity,16521997.0,0.3905
1426,1065,1965,Nigeria,NIG,islam,18983640.0,0.39
1427,1066,1970,Nigeria,NIG,islam,22617710.0,0.4107
1428,1067,1975,Nigeria,NIG,islam,27642855.0,0.4404
1429,1068,1980,Nigeria,NIG,christianity,33291760.0,0.4622
1430,1069,1985,Nigeria,NIG,islam,47758800.0,0.4991
1431,1070,1990,Nigeria,NIG,christianity,44038540.0,0.458
1432,1071,1995,Nigeria,NIG,islam,52361000.0,0.4687
1433,1072,2000,Nigeria,NIG,islam,60000000.0,0.5
1434,1073,2005,Nigeria,NIG,islam,66214665.0,0.495
1435,1074,2010,Nigeria,NIG,islam,78284656.0,0.508
1436,1065,2015,Nigeria,NIG,islam,78284656.0,0.508
1437,1667,1950,North Korea,PRK,animism,5218300.0,0.55
1438,1668,1955,North Korea,PRK,animism,4335420.0,0.49
1439,1669,1960,North Korea,PRK,noreligion,5367750.0,0.51
1440,1670,1965,North Korea,PRK,noreligion,6633550.0,0.55
1441,1671,1970,North Korea,PRK,noreligion,9128320.0,0.64
1442,1672,1975,North Korea,PRK,noreligion,11084680.0,0.68
1443,1673,1980,North Korea,PRK,noreligion,13072840.0,0.74
1444,1674,1985,North Korea,PRK,noreligion,14964180.0,0.79
1445,1675,1990,North Korea,PRK,noreligion,16086770.0,0.79
1446,1676,1995,North Korea,PRK,noreligion,17235660.0,0.78
1447,1677,2000,North Korea,PRK,noreligion,15461884.0,0.6432
1448,1678,2005,North Korea,PRK,noreligion,15282432.0,0.6432
1449,1679,2010,North Korea,PRK,noreligion,15690406.0,0.6432
1450,1669,2015,North Korea,PRK,noreligion,15690406.0,0.6432
1451,834,1945,Norway,NOR,christianity,3051167.0,0.9922
1452,835,1950,Norway,NOR,christianity,3240433.0,0.9925
1453,836,1955,Norway,NOR,christianity,3333509.0,0.9727
1454,837,1960,Norway,NOR,christianity,3426585.0,0.9569
1455,838,1965,Norway,NOR,christianity,3519138.0,0.9452
1456,839,1970,Norway,NOR,christianity,3590168.0,0.926
1457,840,1975,Norway,NOR,christianity,3623033.0,0.9042
1458,841,1980,Norway,NOR,christianity,3655897.0,0.8947
1459,842,1985,Norway,NOR,christianity,3713291.0,0.8941
1460,843,1990,Norway,NOR,christianity,3819633.0,0.9006
1461,844,1995,Norway,NOR,christianity,3962924.0,0.9091
1462,845,2000,Norway,NOR,christianity,3956900.0,0.8862
1463,846,2005,Norway,NOR,christianity,4168814.0,0.9018
1464,847,2010,Norway,NOR,christianity,4103723.0,0.8401
1465,834,2015,Norway,NOR,christianity,4103723.0,0.8401
1466,1583,1970,Oman,OMA,islam,745000.0,1.0
1467,1584,1975,Oman,OMA,islam,841000.0,1.0
1468,1585,1980,Oman,OMA,islam,1091000.0,0.9655
1469,1586,1985,Oman,OMA,islam,1338000.0,0.9389
1470,1587,1990,Oman,OMA,islam,1710525.0,0.8553
1471,1588,1995,Oman,OMA,islam,2139556.0,0.8915
1472,1589,2000,Oman,OMA,islam,2376959.0,0.9309
1473,1590,2005,Oman,OMA,islam,2412319.0,0.9278
1474,1591,2010,Oman,OMA,islam,2678195.0,0.8987
1475,1583,2015,Oman,OMA,islam,2678195.0,0.8987
1476,1728,1950,Pakistan,PAK,islam,67158000.0,0.9
1477,1729,1955,Pakistan,PAK,islam,76809460.0,0.91
1478,1730,1960,Pakistan,PAK,islam,90308040.0,0.9146
1479,1731,1965,Pakistan,PAK,islam,105146730.0,0.93
1480,1732,1970,Pakistan,PAK,islam,124130072.0,0.9643
1481,1733,1975,Pakistan,PAK,islam,67121350.0,0.9449
1482,1734,1980,Pakistan,PAK,islam,79277760.0,0.96
1483,1735,1985,Pakistan,PAK,islam,92013120.0,0.9538
1484,1736,1990,Pakistan,PAK,islam,106633800.0,0.9487
1485,1737,1995,Pakistan,PAK,islam,124026804.0,0.955
1486,1738,2000,Pakistan,PAK,islam,149741271.0,0.9569
1487,1739,2005,Pakistan,PAK,islam,147326963.0,0.9569
1488,1740,2010,Pakistan,PAK,islam,161189415.0,0.9569
1489,1728,2015,Pakistan,PAK,islam,161189415.0,0.9569
1490,1980,1995,Palau,PAL,christianity,12470.0,0.7335
1491,1981,2000,Palau,PAL,christianity,15570.0,0.8195
1492,1982,2005,Palau,PAL,christianity,18100.0,0.8227
1493,1983,2010,Palau,PAL,christianity,18391.0,0.8606
1494,1980,2015,Palau,PAL,christianity,18391.0,0.8606
1495,242,1945,Panama,PAN,christianity,700400.0,0.9963
1496,243,1950,Panama,PAN,christianity,787000.0,0.9899
1497,244,1955,Panama,PAN,christianity,936540.0,0.99
1498,245,1960,Panama,PAN,christianity,1113440.0,0.9888
1499,246,1965,Panama,PAN,christianity,1256930.0,0.9646
1500,247,1970,Panama,PAN,christianity,1415422.0,0.9399
1501,248,1975,Panama,PAN,christianity,1605770.0,0.932
1502,249,1980,Panama,PAN,christianity,1877766.0,0.963
1503,250,1985,Panama,PAN,christianity,2063280.0,0.9521
1504,251,1990,Panama,PAN,christianity,2292500.0,0.956
1505,252,1995,Panama,PAN,christianity,2552070.0,0.97
1506,253,2000,Panama,PAN,christianity,2773500.0,0.9711
1507,254,2005,Panama,PAN,christianity,3161160.0,0.9793
1508,255,2010,Panama,PAN,christianity,4166894.0,0.9793
1509,242,2015,Panama,PAN,christianity,4166894.0,0.9793
1510,1920,1975,Papua New Guinea,PNG,christianity,2615347.0,0.9701
1511,1921,1980,Papua New Guinea,PNG,christianity,2849420.0,0.9568
1512,1922,1985,Papua New Guinea,PNG,christianity,3183795.0,0.9541
1513,1923,1990,Papua New Guinea,PNG,christianity,3513400.0,0.9501
1514,1924,1995,Papua New Guinea,PNG,christianity,3891350.0,0.9552
1515,1925,2000,Papua New Guinea,PNG,christianity,4614720.0,0.96
1516,1926,2005,Papua New Guinea,PNG,christianity,5873280.0,0.96
1517,1927,2010,Papua New Guinea,PNG,christianity,6611410.0,0.96
1518,1920,2015,Papua New Guinea,PNG,christianity,6611410.0,0.96
1519,357,1945,Paraguay,PAR,christianity,1121187.0,0.8969
1520,358,1950,Paraguay,PAR,christianity,1260070.0,0.9191
1521,359,1955,Paraguay,PAR,christianity,1539791.0,0.9127
1522,360,1960,Paraguay,PAR,christianity,1739655.0,0.9444
1523,361,1965,Paraguay,PAR,christianity,1939520.0,0.932
1524,362,1970,Paraguay,PAR,christianity,2232000.0,0.9498
1525,363,1975,Paraguay,PAR,christianity,2585900.0,0.9725
1526,364,1980,Paraguay,PAR,christianity,3033100.0,0.974
1527,365,1985,Paraguay,PAR,christianity,3435000.0,0.9518
1528,366,1990,Paraguay,PAR,christianity,4142546.0,0.9819
1529,367,1995,Paraguay,PAR,christianity,4624128.0,0.9578
1530,368,2000,Paraguay,PAR,christianity,5329016.0,0.9696
1531,369,2005,Paraguay,PAR,christianity,5367889.0,0.91
1532,370,2010,Paraguay,PAR,christianity,6138983.0,0.951
1533,357,2015,Paraguay,PAR,christianity,6138983.0,0.951
1534,315,1945,Peru,PER,christianity,6779700.0,0.93
1535,316,1950,Peru,PER,christianity,7668000.0,0.9622
1536,317,1955,Peru,PER,christianity,8170818.0,0.9296
1537,318,1960,Peru,PER,christianity,9561000.0,0.9627
1538,319,1965,Peru,PER,christianity,11021650.0,0.9612
1539,320,1970,Peru,PER,christianity,13001607.0,0.9855
1540,321,1975,Peru,PER,christianity,14552950.0,0.9599
1541,322,1980,Peru,PER,christianity,17048745.0,0.9841
1542,323,1985,Peru,PER,christianity,19003080.0,0.9749
1543,324,1990,Peru,PER,christianity,21346550.0,0.9897
1544,325,1995,Peru,PER,christianity,23290887.0,0.9898
1545,326,2000,Peru,PER,christianity,23532720.0,0.917
1546,327,2005,Peru,PER,christianity,26698560.0,0.96
1547,328,2010,Peru,PER,christianity,27579681.0,0.938
1548,315,2015,Peru,PER,christianity,27579681.0,0.938
1549,1880,1950,Philippines,PHI,christianity,18822682.0,0.9284
1550,1881,1955,Philippines,PHI,christianity,21937059.0,0.9308
1551,1882,1960,Philippines,PHI,christianity,25233478.0,0.9315
1552,1883,1965,Philippines,PHI,christianity,29701787.0,0.9316
1553,1884,1970,Philippines,PHI,christianity,34409552.0,0.938
1554,1885,1975,Philippines,PHI,christianity,39122878.0,0.9299
1555,1886,1980,Philippines,PHI,christianity,45065360.0,0.9327
1556,1887,1985,Philippines,PHI,christianity,50587120.0,0.9254
1557,1888,1990,Philippines,PHI,christianity,56991959.0,0.927
1558,1889,1995,Philippines,PHI,christianity,63749979.0,0.9073
1559,1890,2000,Philippines,PHI,christianity,70508000.0,0.9216
1560,1891,2005,Philippines,PHI,christianity,76584168.0,0.9091
1561,1892,2010,Philippines,PHI,christianity,84493445.0,0.9174
1562,1880,2015,Philippines,PHI,christianity,84493445.0,0.9174
1563,571,1945,Poland,POL,christianity,22731079.0,0.94
1564,572,1950,Poland,POL,christianity,23585121.0,0.9501
1565,573,1955,Poland,POL,christianity,25934561.0,0.9506
1566,574,1960,Poland,POL,christianity,28166330.0,0.9528
1567,575,1965,Poland,POL,christianity,30108152.0,0.9559
1568,576,1970,Poland,POL,christianity,31507995.0,0.9687
1569,577,1975,Poland,POL,christianity,32993696.0,0.9698
1570,578,1980,Poland,POL,christianity,34508703.0,0.9699
1571,579,1985,Poland,POL,christianity,35949899.0,0.9663
1572,580,1990,Poland,POL,christianity,37050000.0,0.972
1573,581,1995,Poland,POL,christianity,37293803.0,0.9665
1574,582,2000,Poland,POL,christianity,36631210.0,0.945
1575,583,2005,Poland,POL,christianity,35958000.0,0.9423
1576,584,2010,Poland,POL,christianity,34539629.0,0.9046
1577,571,2015,Poland,POL,christianity,34539629.0,0.9046
1578,536,1945,Portugal,POR,christianity,7985663.0,0.992
1579,537,1950,Portugal,POR,christianity,8301840.0,0.9877
1580,538,1955,Portugal,POR,christianity,8493771.0,0.9865
1581,539,1960,Portugal,POR,christianity,8739903.0,0.9773
1582,540,1965,Portugal,POR,christianity,8730983.0,0.9564
1583,541,1970,Portugal,POR,christianity,8722040.0,0.9644
1584,542,1975,Portugal,POR,christianity,8714810.0,0.9584
1585,543,1980,Portugal,POR,christianity,9335680.0,0.9559
1586,544,1985,Portugal,POR,christianity,9525108.0,0.9515
1587,545,1990,Portugal,POR,christianity,9344537.0,0.944
1588,546,1995,Portugal,POR,christianity,9263964.0,0.9342
1589,547,2000,Portugal,POR,christianity,8437963.0,0.8545
1590,548,2005,Portugal,POR,christianity,8780641.0,0.8324
1591,549,2010,Portugal,POR,christianity,9123319.0,0.8573
1592,536,2015,Portugal,POR,christianity,9123319.0,0.8573
1593,1565,1970,Qatar,QAT,islam,120000.0,1.0
1594,1566,1975,Qatar,QAT,islam,169290.0,0.99
1595,1567,1980,Qatar,QAT,islam,210580.0,0.9196
1596,1568,1985,Qatar,QAT,islam,323500.0,0.9036
1597,1569,1990,Qatar,QAT,islam,416600.0,0.8572
1598,1570,1995,Qatar,QAT,islam,500600.0,0.9135
1599,1571,2000,Qatar,QAT,islam,281530.0,0.47
1600,1572,2005,Qatar,QAT,islam,553335.0,0.7437
1601,1573,2010,Qatar,QAT,islam,798733.0,0.47
1602,1565,2015,Qatar,QAT,islam,798733.0,0.47
1603,1849,1955,Republic of Vietnam,RVN,buddhism,6458400.0,0.52
1604,1850,1960,Republic of Vietnam,RVN,buddhism,8372000.0,0.52
1605,1851,1965,Republic of Vietnam,RVN,buddhism,8382400.0,0.52
1606,1852,1970,Republic of Vietnam,RVN,buddhism,9531600.0,0.52
1607,1849,2015,Republic of Vietnam,RVN,buddhism,9531600.0,0.52
1608,746,1945,Romania,ROM,christianity,12996000.0,0.95
1609,747,1950,Romania,ROM,christianity,15516103.0,0.9513
1610,748,1955,Romania,ROM,christianity,16266101.0,0.9389
1611,749,1960,Romania,ROM,christianity,17016099.0,0.9246
1612,750,1965,Romania,ROM,christianity,17631097.0,0.9266
1613,751,1970,Romania,ROM,christianity,18516094.0,0.9142
1614,752,1975,Romania,ROM,christianity,19180047.0,0.9028
1615,753,1980,Romania,ROM,christianity,19798540.0,0.8918
1616,754,1985,Romania,ROM,christianity,20641540.0,0.9083
1617,755,1990,Romania,ROM,christianity,21180551.0,0.9127
1618,756,1995,Romania,ROM,christianity,21446333.0,0.9456
1619,757,2000,Romania,ROM,christianity,21984877.0,0.9847
1620,758,2005,Romania,ROM,christianity,21407729.0,0.982
1621,759,2010,Romania,ROM,christianity,20899522.0,0.9751
1622,746,2015,Romania,ROM,christianity,20899522.0,0.9751
1623,760,1945,Russia,RUS,noreligion,85877000.0,0.4844
1624,761,1950,Russia,RUS,noreligion,86668696.0,0.4813
1625,762,1955,Russia,RUS,noreligion,95989444.0,0.4893
1626,763,1960,Russia,RUS,noreligion,106310192.0,0.496
1627,764,1965,Russia,RUS,noreligion,115630940.0,0.5007
1628,765,1970,Russia,RUS,noreligion,124951688.0,0.5147
1629,766,1975,Russia,RUS,noreligion,136526617.0,0.5365
1630,767,1980,Russia,RUS,noreligion,148101547.0,0.5579
1631,768,1985,Russia,RUS,noreligion,159676476.0,0.5758
1632,769,1990,Russia,RUS,noreligion,171251405.0,0.6087
1633,770,1995,Russia,RUS,noreligion,93097620.0,0.63
1634,771,2000,Russia,RUS,christianity,105985210.0,0.7213
1635,772,2005,Russia,RUS,christianity,103229800.0,0.7213
1636,773,2010,Russia,RUS,christianity,105697556.0,0.7423
1637,760,2015,Russia,RUS,noreligion,93097620.0,0.63
1638,1170,1965,Rwanda,RWA,christianity,1826997.0,0.5837
1639,1171,1970,Rwanda,RWA,christianity,2256319.0,0.6115
1640,1172,1975,Rwanda,RWA,christianity,2726858.0,0.6503
1641,1173,1980,Rwanda,RWA,christianity,3603000.0,0.698
1642,1174,1985,Rwanda,RWA,christianity,4475220.0,0.7395
1643,1175,1990,Rwanda,RWA,christianity,5702750.0,0.7941
1644,1176,1995,Rwanda,RWA,christianity,4359705.0,0.841
1645,1177,2000,Rwanda,RWA,christianity,6779963.0,0.8768
1646,1178,2005,Rwanda,RWA,christianity,8064826.0,0.8969
1647,1179,2010,Rwanda,RWA,christianity,9252868.0,0.8945
1648,1170,2015,Rwanda,RWA,christianity,9252868.0,0.8945
1649,1988,1980,Samoa,WSM,christianity,151290.0,0.9698
1650,1989,1985,Samoa,WSM,christianity,152325.0,0.9702
1651,1990,1990,Samoa,WSM,christianity,159500.0,0.9726
1652,1991,1995,Samoa,WSM,christianity,161677.0,0.9799
1653,1992,2000,Samoa,WSM,christianity,174600.0,0.97
1654,1993,2005,Samoa,WSM,christianity,177510.0,0.97
1655,1994,2010,Samoa,WSM,christianity,180140.0,0.9538
1656,1988,2015,Samoa,WSM,christianity,180140.0,0.9538
1657,643,1995,San Marino,SNM,christianity,22799.0,0.912
1658,644,2000,San Marino,SNM,christianity,25650.0,0.95
1659,645,2005,San Marino,SNM,christianity,29450.0,0.95
1660,646,2010,San Marino,SNM,christianity,28088.0,0.8631
1661,643,2015,San Marino,SNM,christianity,28088.0,0.8631
1662,884,1975,Sao Tome and Principe,STP,christianity,76950.0,0.9271
1663,885,1980,Sao Tome and Principe,STP,christianity,91340.0,0.9717
1664,886,1985,Sao Tome and Principe,STP,christianity,98980.0,0.9704
1665,887,1990,Sao Tome and Principe,STP,christianity,110000.0,0.9565
1666,888,1995,Sao Tome and Principe,STP,christianity,116795.0,0.9573
1667,889,2000,Sao Tome and Principe,STP,christianity,129632.0,0.8819
1668,890,2005,Sao Tome and Principe,STP,christianity,139070.0,0.9334
1669,891,2010,Sao Tome and Principe,STP,christianity,153810.0,0.9441
1670,884,2015,Sao Tome and Principe,STP,christianity,153810.0,0.9441
1671,1511,1945,Saudi Arabia,SAU,islam,2830000.0,0.9874
1672,1512,1950,Saudi Arabia,SAU,islam,3145000.0,0.9825
1673,1513,1955,Saudi Arabia,SAU,islam,3550000.0,0.988
1674,1514,1960,Saudi Arabia,SAU,islam,4035000.0,0.9902
1675,1515,1965,Saudi Arabia,SAU,islam,4581000.0,0.9558
1676,1516,1970,Saudi Arabia,SAU,islam,5687550.0,0.99
1677,1517,1975,Saudi Arabia,SAU,islam,7039500.0,0.9708
1678,1518,1980,Saudi Arabia,SAU,islam,9400000.0,0.9788
1679,1519,1985,Saudi Arabia,SAU,islam,12151000.0,0.9606
1680,1520,1990,Saudi Arabia,SAU,islam,14103600.0,0.9485
1681,1521,1995,Saudi Arabia,SAU,islam,17695000.0,0.9693
1682,1522,2000,Saudi Arabia,SAU,islam,19351440.0,0.93
1683,1523,2005,Saudi Arabia,SAU,islam,21051150.0,0.9106
1684,1524,2010,Saudi Arabia,SAU,islam,24477606.0,0.9382
1685,1511,2015,Saudi Arabia,SAU,islam,24477606.0,0.9382
1686,930,1960,Senegal,SEN,islam,2611939.0,0.73
1687,931,1965,Senegal,SEN,islam,2939249.0,0.75
1688,932,1970,Senegal,SEN,islam,3646780.0,0.8296
1689,933,1975,Senegal,SEN,islam,4277639.0,0.86
1690,934,1980,Senegal,SEN,islam,4952910.0,0.87
1691,935,1985,Senegal,SEN,islam,6118120.0,0.8857
1692,936,1990,Senegal,SEN,islam,6407000.0,0.8779
1693,937,1995,Senegal,SEN,islam,7328829.0,0.878
1694,938,2000,Senegal,SEN,islam,8852140.0,0.9337
1695,939,2005,Senegal,SEN,islam,10159120.0,0.9365
1696,940,2010,Senegal,SEN,islam,11346069.0,0.9389
1697,930,2015,Senegal,SEN,islam,11346069.0,0.9389
1698,1336,1980,Seychelles,SEY,christianity,61480.0,0.9759
1699,1337,1985,Seychelles,SEY,christianity,63080.0,0.9705
1700,1338,1990,Seychelles,SEY,christianity,67950.0,0.9707
1701,1339,1995,Seychelles,SEY,christianity,72574.0,0.9677
1702,1340,2000,Seychelles,SEY,christianity,72320.0,0.9392
1703,1341,2005,Seychelles,SEY,christianity,76719.0,0.9243
1704,1342,2010,Seychelles,SEY,christianity,81121.0,0.9365
1705,1336,2015,Seychelles,SEY,christianity,81121.0,0.9365
1706,1021,1965,Sierra Leone,SIE,animism,1360240.0,0.56
1707,1022,1970,Sierra Leone,SIE,animism,1395036.0,0.5252
1708,1023,1975,Sierra Leone,SIE,animism,1490338.0,0.5085
1709,1024,1980,Sierra Leone,SIE,animism,1585640.0,0.49
1710,1025,1985,Sierra Leone,SIE,animism,1684950.0,0.47
1711,1026,1990,Sierra Leone,SIE,islam,1798650.0,0.45
1712,1027,1995,Sierra Leone,SIE,islam,2433100.0,0.58
1713,1028,2000,Sierra Leone,SIE,islam,2813860.0,0.5797
1714,1029,2005,Sierra Leone,SIE,islam,3147566.0,0.5717
1715,1030,2010,Sierra Leone,SIE,islam,3396544.0,0.5532
1716,1026,2015,Sierra Leone,SIE,islam,3396544.0,0.5532
1717,1864,1965,Singapore,SIN,syncretism,934563.0,0.4953
1718,1865,1970,Singapore,SIN,syncretism,1124392.0,0.5419
1719,1866,1975,Singapore,SIN,syncretism,1222020.0,0.54
1720,1867,1980,Singapore,SIN,syncretism,1186640.0,0.52
1721,1868,1985,Singapore,SIN,syncretism,1167010.0,0.47
1722,1869,1990,Singapore,SIN,syncretism,1357200.0,0.45
1723,1870,1995,Singapore,SIN,syncretism,1525920.0,0.44
1724,1871,2000,Singapore,SIN,buddhism,1708366.0,0.4252
1725,1872,2005,Singapore,SIN,buddhism,1698436.0,0.3721
1726,1873,2010,Singapore,SIN,buddhism,1688506.0,0.3303
1727,1864,2015,Singapore,SIN,syncretism,1525920.0,0.44
1728,625,1995,Slovakia,SLO,christianity,3899119.0,0.7269
1729,626,2000,Slovakia,SLO,christianity,4519352.0,0.8389
1730,627,2005,Slovakia,SLO,christianity,4307433.0,0.7996
1731,628,2010,Slovakia,SLO,christianity,4101842.0,0.7548
1732,625,2015,Slovakia,SLO,christianity,4101842.0,0.7548
1733,699,1995,Slovenia,SLV,christianity,1780836.0,0.8958
1734,700,2000,Slovenia,SLV,christianity,1580712.0,0.7959
1735,701,2005,Slovenia,SLV,christianity,1478349.0,0.7388
1736,702,2010,Slovenia,SLV,christianity,1375987.0,0.67
1737,699,2015,Slovenia,SLV,christianity,1375987.0,0.67
1738,1948,1980,Solomon Islands,SOL,christianity,216760.0,0.9549
1739,1949,1985,Solomon Islands,SOL,christianity,253800.0,0.94
1740,1950,1990,Solomon Islands,SOL,christianity,304000.0,0.95
1741,1951,1995,Solomon Islands,SOL,christianity,358780.0,0.9492
1742,1952,2000,Solomon Islands,SOL,christianity,408480.0,0.92
1743,1953,2005,Solomon Islands,SOL,christianity,447270.0,0.9128
1744,1954,2010,Solomon Islands,SOL,christianity,482878.0,0.9
1745,1948,2015,Solomon Islands,SOL,christianity,482878.0,0.9
1746,1180,1960,Somalia,SOM,islam,3765000.0,0.9947
1747,1181,1965,Somalia,SOM,islam,4209000.0,0.9929
1748,1182,1970,Somalia,SOM,islam,4778000.0,0.9973
1749,1183,1975,Somalia,SOM,islam,5401000.0,0.9872
1750,1184,1980,Somalia,SOM,islam,6695000.0,0.9973
1751,1185,1985,Somalia,SOM,islam,7805000.0,0.9911
1752,1186,1990,Somalia,SOM,islam,8573000.0,0.9942
1753,1187,1995,Somalia,SOM,islam,9401000.0,0.9905
1754,1188,2000,Somalia,SOM,islam,10046515.0,0.995
