,date,country,city,killed,injured,description,year
25189,2015-01-02,Nigeria,Ambe-Madaki,15,40,Fifteen villagers are massacred when Muslim terrorists attack a Christian village.,2015
25190,2015-01-02,Libya,Sukna,17,0,Jihadists slit the throats of fourteen soldiers and three civilians.,2015
25191,2015-01-03,Nigeria,Baga,1,0,A woman in labor is killed by Boko Haram.,2015
25192,2015-01-03,Iraq,Anbar,1,0,A local journalist is arrested and executed by the Islamic State for 'being an infidel'.,2015
25193,2015-01-03,Iraq,Garma,15,0,Fifteen Iraqis are lined up and shot in the back of the head by caliphate members.,2015
25194,2015-01-03,Iraq,Shirquat,7,0,A child and two women are among seven civilians disassembled by Religion of Peace bombers.,2015
25195,2015-01-03,Mali,Gao,2,0,A man and son are ambushed and killed by Islamic extremists.,2015
25196,2015-01-04,Somalia,Baladweyne,1,0,A teenager is beheaded by al-Shabaab.,2015
25197,2015-01-04,Nigeria,Lugda,1,4,One person dies from injuries suffered from a Boko Haram bombing.,2015
25198,2015-01-04,Iraq,Fallujah,4,5,Four are killed when ISIS sends shells into a town.,2015
25199,2015-01-04,Somalia,Mogadishu,4,1,Four civilians are reduced to pulp by a Fedayeen suicide bomber.,2015
25200,2015-01-04,Nigeria,Kantoma,2,10,Two people preparing for church are shot to death by Fulani terrorists.,2015
25201,2015-01-04,Yemen,Ansarullah,4,25,A journalist is among four people blown to bits by an al-Qaeda bomb.,2015
25202,2015-01-04,Tunisia,Zaghouan,1,0,Religious extremists slit the throat of an off-duty policeman.,2015
25203,2015-01-04,Afghanistan,Ghazni,2,0,A female doctor and her husband are murdered by fundamentalists.,2015
25204,2015-01-05,Mali,Nampala,7,0,An al-Qaeda-backed attack on a small border town leaves seven dead.,2015
25205,2015-01-05,Iraq,Salaheddin,8,0,Eight Iraqis are lined up and shot in the head by the Islamic State.,2015
25206,2015-01-05,Afghanistan,Zabul,3,11,A Taliban suicide bomber takes out three civilians.,2015
25207,2015-01-05,Saudi Arabia,Arar,3,3,A suicide blast leaves three border guards dead.,2015
25208,2015-01-05,Pakistan,Kalya,5,11,"Terrorists bomb a playground, claiming five lives.",2015
25209,2015-01-05,Afghanistan,Zabul,2,9,Two civilians at a market are sent to Allah by Taliban bombers.,2015
25210,2015-01-05,Afghanistan,Kabul,1,5,Six civilians are affected by a Shahid suicide bomber.,2015
25211,2015-01-05,Nigeria,Baga,31,0,At least ten women are among over thirty killed during an assault on a village by Boko Haram.,2015
25212,2015-01-06,Syria,Deir al-Zor,1,0,A man is beheaded - allegedly for smoking.,2015
25213,2015-01-06,Iraq,al-Jubba,23,21,A suicide attack on a mosque and the ensuing clash leave two dozen dead.,2015
25214,2015-01-06,Egypt,Cairo,2,0,Two men guarding a church are shot to death by extremists.,2015
25215,2015-01-06,Afghanistan,Shekhzo,3,2,Three family members are modularized when fundamentalists fire a rocket into their home.,2015
25216,2015-01-06,Pakistan,Nazimabad,2,0,Two Shiite brothers are murdered in their shop by Sipah-e-Sahaba.,2015
25217,2015-01-06,Iraq,Mosul,2,0,Radical Muslims murder a bride and groom for putting wedding decorations on their car.,2015
25218,2015-01-06,Iraq,Mosul,23,0,Three female lawyers and twenty young men are executed in cold blood by caliphate members.,2015
25219,2015-01-06,Egypt,Cairo,1,3,An Ajnad Misr bomb hidden in a flower pot kills a policeman trying to defuse it.,2015
25220,2015-01-06,Iraq,Haditha,7,13,Seven Iraqis are taken out by a Shahid suicide bomber.,2015
25221,2015-01-06,Pakistan,Landhi,2,0,Two security personnel are slain by Islamist militants.,2015
25222,2015-01-06,Dagestan,Khasavyurt,2,2,Suspected extremists ambush and kill two local cops.,2015
25223,2015-01-06,Turkey,Sultanahmet,1,1,Police blame al-Qaeda after a pregnant Russian woman sets off a suicide blast at a station.,2015
25224,2015-01-07,Nigeria,Askira,26,0,Over two dozen residents of a small village are slaughtered by Boko Haram.,2015
25225,2015-01-07,Nigeria,Baga,2000,500,More than 2000 villagers are feared dead following a massive killing spree by Boko Haram that spanned 16 villages.,2015
25226,2015-01-07,Pakistan,Kamra,1,0,A mentally-challenged man is accused of blasphemy and quickly shot to death in his home.,2015
25227,2015-01-07,Pakistan,Qila Saifullah,1,0,"Tehreek-e-Taliban kidnap, execute a man and then toss his body by the side of the road.",2015
25228,2015-01-07,Iraq,Mosul,4,3,A Fedayeen suicide bomber claims the lives of four others.,2015
25229,2015-01-07,Iraq,Ghazlani,5,0,Five Iraqis are abducted from their homes and shot in the back of the head by the Islamic State.,2015
25230,2015-01-07,Iraq,Baghdad,4,11,"Jihadis set off two bombs near a restaurant, killing four.",2015
25231,2015-01-07,Afghanistan,Baghlan,6,3,Six road workers are machine-gunned point-blank by Religion of Peace gunmen.,2015
25232,2015-01-07,Afghanistan,Jalalabad,1,2,A Jihadi bomb blast kills a judge and injures his two daughters.,2015
25233,2015-01-07,Yemen,Sanaa,37,67,A al-Qaeda suicide bus bomber scatters body parts and snuffs out thirty-seven lives at a college.,2015
25234,2015-01-07,Syria,Raqqa,1,0,A magician is beheaded by the Islamic State on the grounds that illusions are an insult to Allah.,2015
25235,2015-01-07,Afghanistan,Baghlan,0,3,Three suicide bombers attack an academy.,2015
25236,2015-01-07,France,Paris,12,10,A dozen people are slaughtered by gunmen 'avenging' the prophet at a newspaper office which printed satirical cartoons critical of Islam.,2015
25237,2015-01-07,Afghanistan,Zhari,2,11,Taliban bombers take out two children gathering firewood.,2015
25238,2015-01-07,Afghanistan,Nawzad,1,0,A local cop dies trying to stop a suicide bomber.,2015
25239,2015-01-07,Pakistan,Karachi,2,0,A Shiite and his friend are shot to death on a bridge by Sipah-e-Sahaba,2015
25240,2015-01-07,Iraq,Mosul,320,0,"Five mass graves are discovered containing the bodies of three-hundred ISIS victims, including minority women and children.",2015
25241,2015-01-08,France,Montrouge,1,1,A policewoman investigating a traffic accident is ambushed and killed by a Muslim extremist.,2015
25242,2015-01-08,Syria,Abu Khuyut,1,0,"An imam is beheaded by the caliphate for ""insulting Allah"" by denouncing beheadings.",2015
25243,2015-01-08,Libya,Barqa,2,0,"The Islamic State applies the ""law of Allah"" to two Tunisian journalists.",2015
25244,2015-01-08,Iraq,Baghdad,8,16,A Sunni suicide bomber wades into a Shiite mosque and slaughters at least eight worshippers.,2015
25245,2015-01-08,Iraq,Samarrah,8,23,Eight Iraqis are disassembled by a Fedayeen suicide bomber.,2015
25246,2015-01-08,Iraq,Yusufiyah,7,21,A Shahid suicide bomber sends seven other souls to Allah.,2015
25247,2015-01-08,Pakistan,Nazimambad,2,0,Two policemen are shot to death by suspected Sunni extremists.,2015
25248,2015-01-08,Iraq,Fallujah,17,0,Seventeen Iraqis are rounded up and shot in the back of the head by the Islamic State.,2015
25249,2015-01-09,Pakistan,Orakzai,1,5,One person is killed when militants fire a rocket at a rival mosque.,2015
25250,2015-01-09,Pakistan,Rawalpindi,8,20,Eight worshippers are blown to bits by a suicide bomber at a Shia mosque.,2015
25251,2015-01-09,France,Paris,4,5,Four hostages are taken and killed by an Islamic gunman at a Jewish grocery.,2015
25252,2015-01-09,Iraq,Muqdadiya,1,0,A woman is murdered by ISIS.,2015
25253,2015-01-09,Pakistan,Orakzai,4,2,Jihadis set off a roadside bomb that kills four members of a security patrol.,2015
25254,2015-01-09,Iraq,Jazira,4,8,A Fedayeen suicide bomber murders four police at a checkpoint after pretending to need medical help.,2015
25255,2015-01-09,Iraq,Fallujah,8,0,Eight Iraqis are publicly executed by the Islamic State.,2015
25256,2015-01-10,Iraq,Gwer,26,0,"Over two dozen people are killed by a sustained IS attack on a town, including a father shot in front of his family.",2015
25257,2015-01-10,Iraq,Madian,3,9,Three people in a commercial district are vaporized by Islamic bombers.,2015
25258,2015-01-10,Pakistan,Islamabad,1,0,A captive is beheaded on video by local ISIS.,2015
25259,2015-01-10,Nigeria,Potiskum,1,2,A suicide bomber kills a guard.,2015
25260,2015-01-10,Yemen,Sanaa,2,0,al-Qaeda gunmen assassinate two Shiites.,2015
25261,2015-01-10,Bangladesh,Chittagong,1,0,A Hindu nurse is hacked to death on her way to work by suspected Jammat Islamists.,2015
25262,2015-01-10,Pakistan,Hayatabad,1,0,An older doctor is shot multiple times at his clinic for being a Shiite.,2015
25263,2015-01-10,Egypt,Sheikh Zuweid,2,0,Two people are beheaded by Islamic extremists.,2015
25264,2015-01-10,Iraq,Baghdad,5,11,Five people at a wholesale market are reduced to parts by Jihadi bombers.,2015
25265,2015-01-10,Pakistan,Baldia,1,0,A Sunni leader is shot to death by sectarian rivals.,2015
25266,2015-01-10,Lebanon,Tripoli,8,36,Two caliphate suicide bombers at a Shiite cafe blows eight patrons to bits.,2015
25267,2015-01-10,Nigeria,Maiduguri,20,18,"Islamists strap a suicide vest to a 10-year-old girl and send her into crowded market, killing over twenty.",2015
25268,2015-01-11,Pakistan,Karachi,2,0,"Two Shiites, one a doctor, are gunned down in separate attacks.",2015
25269,2015-01-11,Nigeria,Potiskum,6,46,Six others are killed when two female suicide bombers detonate in succession at a popular market.,2015
25270,2015-01-11,Kenya,Mombasa,1,0,Terrorists kill a priest during a church service.,2015
25271,2015-01-11,Iraq,Dour,40,0,Forty Iraqis policemen are summarily executed for refusing allegiance to the caliph.,2015
25272,2015-01-12,Iraq,Mosul,5,0,Five men are publicly executed by the caliphate because their wives did not wear a burqa.,2015
25273,2015-01-12,Egypt,Rafah,1,0,Muslim radicals kidnap and murder a local cop.,2015
25274,2015-01-12,Cameroon,Kolofata,1,6,At least one person is killed during a Boko Haram attack.,2015
25275,2015-01-12,Iraq,Abasiyat,12,18,A dozen Shiites are sent to Allah by a Sunni suicide bomber.,2015
25276,2015-01-12,Afghanistan,Khost,1,0,Taliban militants kill an educator on his way to work.,2015
25277,2015-01-12,Pakistan,Mekhtar,7,1,Seven security personnel are ambushed and killed by Sunni hardliners.,2015
25278,2015-01-12,Iraq,Mosul,2,0,A former pilot and his son are forced to kneel and then shot in the head by the Islamic State.,2015
25279,2015-01-12,Iraq,Baqubah,2,8,Two civilians are killed by ISIS shelling.,2015
25280,2015-01-12,Iraq,Mosul,13,0,Thirteen teenage boys are rounded up and executed by the Islamic State for the crime of watching soccer on TV.,2015
25281,2015-01-13,Egypt,Luxor,1,0,A Muslim radical shoots a 38-year-old Copt to death.,2015
25282,2015-01-13,Iraq,Diyala,3,0,At least three men are abducted and murdered by fundamentalists for the 'UnIslamic' practice of raising birds.,2015
25283,2015-01-13,Afghanistan,Paktia,3,0,Three civilians are pulled into pieces by a Taliban bomb.,2015
25284,2015-01-13,Pakistan,Rizvia,2,0,Two members of a secular party are shot outside their home by suspected Taliban.,2015
25285,2015-01-13,Iraq,Samarrah,4,18,Sunni suicide bombers kill four Shiites.,2015
25286,2015-01-13,Syria,Raqaa,2,0,An ISIS video show a child executing two prisoners.,2015
25287,2015-01-13,Libya,Ajdabiya,3,4,Three people are taken out by a Shahid suicide car bomber.,2015
25288,2015-01-13,Afghanistan,Kabul,2,2,Talibanis kill two civilians with a bomb planted in a Toyota.,2015
25289,2015-01-14,Nigeria,Gombe,2,14,"A suicide bomber detonates outside a mosque, taking two others with him.",2015
25290,2015-01-14,Syria,Idlib,1,0,A woman is shot to death by al-Nusra for adultery.,2015
25291,2015-01-14,Somalia,Puntland,2,3,Islamists murder two police officers at a remote post.,2015
25292,2015-01-14,Pakistan,Dera Ismail Khan,3,3,Three policemen bleed to death after suspected Taliban fire a rocket at them.,2015
25293,2015-01-14,Pakistan,Dera Ismail Khan,1,0,"Religious militants lob a grenade into a house, killing one person.",2015
25294,2015-01-14,Iraq,Kobachi,16,0,Sixteen Islamic State victims are found shot in the back of the head.,2015
25295,2015-01-14,Iraq,al-Karma,11,0,A child is among eleven Iraqis executed in front of their families by ISIS.,2015
25296,2015-01-14,Iraq,Jalawa,6,0,Six bodies are found in an ISIS mass grave.,2015
25297,2015-01-15,Syria,Mayadin,1,0,The caliphate beheads a captive.,2015
25298,2015-01-15,Algeria,Kabylie,1,0,"The body is found of a French tour guide, taken hostage by Jihadis and beheaded.",2015
25299,2015-01-15,Afghanistan,Almar,2,1,Two Afghans are opened wide by Taliban shrapnel.,2015
25300,2015-01-15,Syria,Mosul,2,0,Two men are thrown from the roof of a building by Islamists who cite Muhammad's rule for dealing with homosexuals.,2015
25301,2015-01-15,Iraq,Qayara,3,0,Three captives are publicly hanged by the caliphate.,2015
25302,2015-01-16,Syria,Deir Ezzor,16,0,Sixteen civilians are executed and 'mutilated' by the Islamic State.,2015
25303,2015-01-16,Mali,Tenenkou,9,0,Nine people are murdered in a surprise attack by men shouting praises to Allah.,2015
25304,2015-01-16,Iraq,Mosul,1,0,An engineer is executed by the Islamic State.,2015
25305,2015-01-16,Iraq,Baqubah,1,0,A child is taken out by a suicide bomber.,2015
25306,2015-01-16,Iraq,Husseiniya,3,11,"Sunni bombers strike a Shiite commercial district, killing three.",2015
25307,2015-01-16,Iraq,Zalaya,8,12,"Hardcore Islamists booby-trap a house, managing to kill eight security personnel lured to help the occupants.",2015
25308,2015-01-16,Iraq,Baghdad,4,13,"Terrorists fire mortars into a neighborhood, killing four residents.",2015
25309,2015-01-16,Nigeria,Gombe,6,10,At least a half dozen patrons at an outdoor market are sectionalized by a Fedayeen suicide bomber.,2015
25310,2015-01-16,Niger,Zinder,1,22,"Muhammad cartoon protesters attack the police, killing one and injuring several.",2015
25311,2015-01-17,Indonesia,Tamadue,5,0,Muslim terrorists murder five Christians in two attacks.,2015
25312,2015-01-17,Syria,Deir Ezzor,17,0,Seventeen people are crucified by the Islamic State over a two day period.,2015
25313,2015-01-17,Iraq,Sabaa al-Bour,5,14,Five Shiites at a market are reduced to pulp by Sunni bombers.,2015
25314,2015-01-17,Iraq,Iskandariyah,4,14,"Jihadis set off a bomb at a vegetable market, killing four innocents.",2015
25315,2015-01-17,India,Kulgam,1,1,Muslim radicals shoot a local cop to death.,2015
25316,2015-01-17,Mali,Kidal,1,1,A peacekeeper is murdered by Islamic extremists.,2015
25317,2015-01-17,Niger,Zinder,1,0,An angry Muslim mob burns a church with one person inside.,2015
25318,2015-01-17,Pakistan,Rawalpindi,3,0,A Shiite lawyer and his two nephews are sprayed with automatic weapons fire by dedicated Sunnis.,2015
25319,2015-01-17,Somalia,Baidoa,1,0,Islamists gun down a rival cleric.,2015
25320,2015-01-17,Iraq,Mosul,5,0,Five women in their thirties are summarily executed by Muslim fundamentalists.,2015
25321,2015-01-17,Iraq,Samarra,22,0,Twenty-two people are reportedly killed by a Fedayeen suicide car bomber.,2015
25322,2015-01-17,Iraq,Sadr City,9,25,Sunnis blow up nine Shiites waiting for cell phone service outside a shop.,2015
25323,2015-01-18,Jordan,Zarqa,1,0,A woman's throat is slit by her three uncles for meeting with a man without permission.,2015
25324,2015-01-18,Afghanistan,Helmand,4,10,Four Afghans are wiped out by a Shahid suicide bombing.,2015
25325,2015-01-18,Cameroon,Tourou,4,24,"Boko Haram capture dozens of children from a village, killing at least four who resist.",2015
25326,2015-01-18,Nigeria,Potiskum,4,48,"A female suicide bomber detonates at a bus station, claiming four kills.",2015
25327,2015-01-18,Afghanistan,Kandahar,0,3,A child is among the victims of a Fedayeen suicide bomber.,2015
25328,2015-01-18,India,Bihar,1,0,A young Hindu man is murdered by Muslims for dating a Muslim girl.  (This triggers a deadly riot).,2015
25329,2015-01-18,Pakistan,Nazimabad,2,0,Two guards are shot to death by Sunni Jihadis for providing security at a Shiite mosque.,2015
25330,2015-01-18,Pakistan,Korangi,1,0,A Shiite is shot to death by Sunni radicals.,2015
25331,2015-01-18,Iraq,Baiji,12,6,Twelve Iraqis lose their lives to an Islamic State attack.,2015
25332,2015-01-19,Afghanistan,Laghman,2,1,Two people are killed by a Taliban landmine.,2015
25333,2015-01-19,Pakistan,Karachi,4,1,Islamic militants are suspected in two shooting attacks that end the lives of four local cops.,2015
25334,2015-01-19,Afghanistan,Khost,1,6,A Taliban bomb at a shop leaves one dead.,2015
25335,2015-01-19,Pakistan,Karachi,1,0,A guard loses his life when Islamists attack a polio team.,2015
25336,2015-01-19,Iraq,Mahmoudiya,2,9,Jihadi bombers take down two civilians outside a cafe.,2015
25337,2015-01-19,Iraq,Hajaj,7,12,Seven Iraqis are disassembled by a series of Mujahid bomb blasts.,2015
25338,2015-01-19,Syria,Damascus,1,2,A child is killed when terrorists fire a mortar into a sports complex.,2015
25339,2015-01-20,Iraq,Mosul,1,0,An elderly cleric is put to depth for refusing allegiance to the caliph.,2015
25340,2015-01-20,Afghanistan,Jaghuri,8,2,Women and children are among eight civilians ripped to shreds by a Sunni roadside bomb.,2015
25341,2015-01-20,Iraq,Sadr City,3,7,Sunnis blow up three Shiite bus passengers.,2015
25342,2015-01-20,Iraq,Diyala,26,0,The bodies of over two dozen ISIS execution victims are discovered in a mass grave.,2015
25343,2015-01-20,Iraq,Baghdad,5,11,Five people outside a clinic are reduced to pulp by Religion of Peace bombers.,2015
25344,2015-01-21,Syria,New Sabri,2,35,A Fedayeen suicide bombing takes out two Christians.,2015
25345,2015-01-21,Syria,Homs,7,30,"Terrorists set off a car bomb in a shopping district, killing seven patrons.",2015
25346,2015-01-21,Israel,Tel Aviv,0,13,Thirteen bus passengers are stabbed by a Palestinian.,2015
25347,2015-01-21,Iraq,Albu Ghanem,2,13,A Fedayeen suicide bomber murders two Iraqis.,2015
25348,2015-01-22,Somalia,Mogadishu,5,23,Five people are blown to bits by a Shahid suicide bomber at a hotel.,2015
25349,2015-01-22,Libya,Sirte,2,0,Two men are shot to death by suspected Fajr Libya.,2015
25350,2015-01-22,Iraq,Taji,8,21,Eight Iraqis  are liquidated by a Fedayeen suicide bomber.,2015
25351,2015-01-22,Afghanistan,Lashkar Gah,2,16,A Shahid suicide bombing claims the lives of two locals.,2015
25352,2015-01-22,Iraq,Samarra,4,14,A booby-trapped house produces four dead bodies.,2015
25353,2015-01-23,Nigeria,Bantaje,1,0,Muslim extremists butcher a pastor and father of two.,2015
25354,2015-01-23,Syria,Damascus,1,6,A civilian bleeds out following an al-Nusra mortar attack on a neighborhood.,2015
25355,2015-01-23,Lebanon,Ras Baalbak,3,7,"Islamists stage a cross-border attack on Lebanese troops, killing three.",2015
25356,2015-01-23,Iraq,Mosul,4,0,Four university professors are executed by the Islamic State.,2015
25357,2015-01-23,Iraq,Baghdad,2,11,A blast targeting soccer fans takes out two.,2015
25358,2015-01-23,Philippines,Zamboanga,2,54,An Abu Sayyaf car bombing outside a bar leaves two dead and four dozen injured.,2015
25359,2015-01-23,Libya,Tripoli,1,0,Islamists gun down a guard outside a UN office.,2015
25360,2015-01-23,Syria,Raqqa,1,0,A Japanese hostage is beheaded by the Islamic State.,2015
25361,2015-01-23,Nigeria,Kambari,15,0,Fifteen villagers are slaughtered by Boko Haram.,2015
25362,2015-01-23,Iraq,Muqdadiyah,7,0,Two journalists are among seven people reportedly killed by the Islamic State.,2015
25363,2015-01-23,Iraq,Basra,5,0,Five imams are assassinated by Religion of Peace rivals.,2015
25364,2015-01-23,Iraq,Sinjar,50,0,Fifty people are summarily executed by the Islamic State.,2015
25365,2015-01-24,Pakistan,Korangi,2,0,Two Shiite shopkeepers are murdered by Sunni radicals.,2015
25366,2015-01-24,Iraq,al-Amin,3,7,Sunnis take out three Shiites with a bomb planted near a produce stand.,2015
25367,2015-01-24,Iraq,Baghdad,3,8,A bomb blast at a cafe leaves three dead.,2015
25368,2015-01-24,Iraq,Baghdad,3,8,Terrorists kill three civilians with a car bomb.,2015
25369,2015-01-24,Iraq,Zafaraniyah,4,13,"Jihadis bomb a Shiite restaurant, killing four patrons.",2015
25370,2015-01-25,Iraq,Mosul,1,0,A captive is beheaded on video by ISIS.,2015
25371,2015-01-25,Syria,Damascus,7,43,At least seven are killed when Jaysh al-Islam send dozens of rockets into a neighborhood.,2015
25372,2015-01-25,Iraq,Mosul,7,0,Seven women are executed for refusing 'temporary marriage' with caliphate members.,2015
25373,2015-01-25,Pakistan,Karachi,1,0,A Shiite dies from injuries suffered during a targeted attack by Sipah-e-Sahaba.,2015
25374,2015-01-25,Iraq,Tikrit,4,0,Four Iraqis are executed by the Islamic State.,2015
25375,2015-01-25,Syria,Aleppo,3,11,Sunni terrorists kill three civilians with a rocket attack on their neighborhood.,2015
25376,2015-01-25,Iraq,Arab Jabour,3,2,Three defense volunteers are pulled into pieces by an ISIS bomb.,2015
25377,2015-01-25,Philippines,Barangay Tukanalipao,49,11,"Moro Islamists open fire on police, killing nearly fifty.",2015
25378,2015-01-25,Iraq,Baghdad,4,8,Four patrons are killed when Jihadis bomb a cafe.,2015
25379,2015-01-25,Iraq,Baghdad,7,11,A bomb placed outside a restaurant nets seven dead bodies.,2015
25380,2015-01-26,Yemen,Abyan,5,0,Five local soldiers are ambushed and killed by al-Qaeda.,2015
25381,2015-01-26,Pakistan,Karachi,1,0,Fundamentalist gunmen pick off a guard for a polio team.,2015
25382,2015-01-26,Afghanistan,Kabul,1,0,A former court official is assassinated by suspected Taliban.,2015
25383,2015-01-26,Iraq,Barwanah,72,0,Shiite militias pull seventy-two Sunnis from their homes and execute them.,2015
25384,2015-01-26,Iraq,Abu Ghraib,6,8,Children are among six civilians disassembled by a Mujahideen blast targeting an humanitarian aid agency.,2015
25385,2015-01-26,Syria,al-Shadadi,1,0,A young man is beheaded to shouts of 'Allah Akbar.',2015
25386,2015-01-26,Nigeria,Michika,30,6,Thirty people are reported killed when Boko Haram attack two villages.,2015
25387,2015-01-27,Iraq,Tikrit,6,4,A half dozen Iraqis are blown to bits by Mujahideen bombers.,2015
25388,2015-01-27,India,Tral,1,1,"Hizb-ul-Mujahideen gunmen open fire on a security patrol, killing one member.",2015
25389,2015-01-27,Afghanistan,Kot,2,0,Two brothers are shot to death by suspected Taliban.,2015
25390,2015-01-27,Egypt,Alexandria,1,2,Fundamentalists set off a car bomb that leaves one dead.,2015
25391,2015-01-27,Libya,Tripoli,10,2,Five foreign guests and five guards are killed when Islamists storm a hotel after setting off a bomb.,2015
25392,2015-01-27,Iraq,Mosul,10,0,Ten more physicians are reported executed by the Islamic State.,2015
25393,2015-01-27,Iraq,Maria,6,0,Six civilians are executed for arguing with caliphate members.,2015
25394,2015-01-27,Iraq,Saladin,10,0,Ten Kurds are lined up and shot in the head by devout Sunnis chanting praises to Allah.,2015
25395,2015-01-28,Nigeria,Adamawa,10,0,Ten more victims are reported 'slaughtered like rams' from a seven town murderous rampage by Boko Haram.,2015
25396,2015-01-28,Yemen,Radda,7,5,Seven Shiites are laid out during an al-Qaeda attack on a house.,2015
25397,2015-01-28,Mali,Tabankort,9,0,At least nine are killed by two suicide bombers.,2015
25398,2015-01-28,Lebanon,Shebaa Farms,2,7,Two Israeli soldiers are killed by Hezbollah terrorists.,2015
25399,2015-01-28,Afghanistan,Herat,1,2,A woman is taken out by a Taliban bomb.,2015
25400,2015-01-28,Pakistan,Sargodha,4,0,A man shoots his sister and three children to death over suspicion of unIslamic morals.,2015
25401,2015-01-28,Afghanistan,Ghanzi,11,6,Eleven Afghans are shot to death by Sunni hardliners.,2015
25402,2015-01-28,Somalia,Kismayu,13,0,At least thirteen others lose their lives to an al-Shabaab attack.,2015
25403,2015-01-29,Ireland,North Belfast,1,0,An immigrant from Somalia stabs a man to death on the street while yelling a 'Jihadi war cry'.,2015
25404,2015-01-29,Afghanistan,Mehtarlam,16,39,Sixteen mourners at a funeral are shredded by a Shahid suicide bomber.,2015
25405,2015-01-29,Egypt,al-Arish,26,58,Over two dozen civilians and soldiers are killed when Ansar Beit al-Maqdis attack a hotel and barracks with rockets.,2015
25406,2015-01-29,Afghanistan,Jalalabad,1,2,A child is sectionalized by a Religion of Peace bomb blast.,2015
25407,2015-01-29,Afghanistan,Mesri Kala,4,0,Three civilians are among four killed by a Taliban landmine.,2015
25408,2015-01-29,Egypt,Rafah,1,6,"Ansar Bayt al-Maqdis open fire on a police checkpoint, killing one member.",2015
25409,2015-01-29,Iraq,Tarmiya,3,11,Three people in a farming community are laid out by a Mujahideen blast.,2015
25410,2015-01-29,Iraq,Mishahada,7,28,A double suicide bombing produces seven dead Iraqis including first responders.,2015
25411,2015-01-29,Yemen,Marib,2,2,Two local soldiers are murdered by al-Qaeda.,2015
25412,2015-01-29,Iraq,Mahmoudiya,2,10,A Jihadi bomb at a commercial center claims the lives of two bystanders.,2015
25413,2015-01-29,Iraq,Youssifiyah,4,12,"Terrorists bomb an outdoor market, killing four patrons.",2015
25414,2015-01-29,Afghanistan,Kabul,3,1,Three US contractors are shot in the back by a terrorist in uniform.,2015
25415,2015-01-29,Egypt,Sheikh Zuweid,3,0,Three people are kidnapped and beheaded by Ansar Beit Al Maqdis.,2015
25416,2015-01-29,Iraq,Latifiyah,1,2,A woman bleeds to death following a Mujahid bomb blast.,2015
25417,2015-01-30,Iraq,Kirkuk,6,70,"ISIS fighters fire rockets into a town, killing at least six.",2015
25418,2015-01-30,Egypt,Sheikh Zuweid,2,0,Two children die from gunshot injuries suffered during an attack by Islamic fundamentalists.,2015
25419,2015-01-30,Iraq,al-Dour,37,0,Forty-four people are abducted from their homes by the Islamic State - which subsequently executed thirty-seven.,2015
25420,2015-01-30,Egypt,al-Arish,1,0,A 50-year-old road worker is shot in the head by Ansar Beit al-Maqdis.,2015
25421,2015-01-30,Cameroon,Fotokol,3,12,Three defenders are killed during a cross-border raid by Boko Haram.,2015
25422,2015-01-30,Pakistan,Orangi,1,0,A man dies from head injuries suffered during a fundamentalist attack on a polio team.,2015
25423,2015-01-30,Thailand,Pattani,1,3,A Buddhist police officer is ambushed and killed by Muslim gunmen.,2015
25424,2015-01-30,Afghanistan,Dara-e-Suf,0,7,Sunnis bomb a rival mosque during Friday prayers.,2015
25425,2015-01-30,Syria,Tal Abyad,1,0,A gay man is thrown from a roof and then beaten to death when he survives.,2015
25426,2015-01-30,Pakistan,Shikarpur,61,100,"A Jundullah member sets off explosives inside a crowded Shia mosque, killing over sixty members including children.",2015
25427,2015-01-30,Nigeria,Nwonko,27,0,Women and children comprise the bulk of twenty-seven villagers massacred by Fulani terrorists.,2015
25428,2015-01-30,Iraq,Nukhaib,6,0,A half-dozen people are incinerated when a suicide truck bomber rams a reception hall.,2015
25429,2015-01-30,Iraq,Samarrah,14,29,Fourteen Iraqis lose their lives to two Fedayeen suicide blasts.,2015
25430,2015-01-30,Iraq,Jalawla,7,0,At least seven Kurds are killed by a suicide bomber.,2015
25431,2015-01-30,Iraq,Baghdad,27,30,Over two dozen people are killed in back to back Jihad bombings.,2015
25432,2015-01-31,Egypt,al-Arish,1,0,A 50-year-old Copt is shot to death in his home simply because of his religion.,2015
25433,2015-01-31,Iraq,Harbaya,6,0,Six members of a family are exterminated by a Shahid suicide bomber.,2015
25434,2015-01-31,Pakistan,Karachi,1,0,A 70-year-old Shiite is murdered by Sipah e-Sahaba.,2015
25435,2015-01-31,Syria,Raqqa,1,0,A Japanese journalist who converted to Christianity is beheaded by caliphate members in the name of Allah.,2015
25436,2015-01-31,Afghanistan,Herat,2,2,A man and his son are reduced to parts by a bomb planted by religious hardliners,2015
25437,2015-01-31,Afghanistan,Nuristan,4,0,Four border guards are taken out by Taliban bombers.,2015
25438,2015-01-31,Iraq,Baghdad,3,10,Three civilians are killed when ISIS fire mortars into their neighborhood.,2015
25439,2015-01-31,Iraq,Baghdad,3,10,Mujahid bombers lay out three people near an auto repair shop.,2015
25440,2015-01-31,Iraq,Madain,4,11,Four people at a sheep market are sectionalized by a Jihadi bomb blast.,2015
25441,2015-02-01,Syria,Damascus,6,20,"Terrorists blow up a bus carrying Shiite pilgrims, killing six.",2015
25442,2015-02-01,Iraq,Mosul,2,0,Two Iraqi captives are beheaded by the Islamic State.,2015
25443,2015-02-01,Afghanistan,Chasht,4,3,"Fundamentalists pour automatic-weapons fire into a police post, killing four officers.",2015
